pos id distance(cM) cumulative(cM) rate(cM/Mb)
39792027 sid93739 0.000214 39.770834 1.00
39792757 sid93741 0.000730 39.771564 1.00
39793078 sid93742 0.000321 39.771885 1.00
39793372 sid93743 0.000294 39.772179 1.00
39793531 sid93744 0.000159 39.772338 1.00
39793827 sid93745 0.000296 39.772634 1.00
39794047 sid93746 0.000220 39.772854 1.00
39794411 sid93747 0.000364 39.773218 1.00
39794969 sid93749 0.000558 39.773776 1.00
39795211 sid93750 0.000242 39.774018 1.00
39795921 sid93752 0.000710 39.774728 1.00
39796156 sid93753 0.000235 39.774963 1.00
39796434 sid93754 0.000278 39.775241 1.00
39796911 sid93755 0.000477 39.775718 1.00
39797492 sid93756 0.000581 39.776299 1.00
39798072 sid93757 0.000580 39.776879 1.00
39798477 sid93758 0.000405 39.777284 1.00
39798976 sid93760 0.000499 39.777783 1.00
39799253 sid93761 0.000277 39.778060 1.00
39799979 sid93762 0.000726 39.778786 1.00
39801621 sid93765 0.001642 39.780428 1.00
39802175 sid93766 0.000554 39.780982 1.00
39802778 sid93767 0.000603 39.781585 1.00
39803718 sid93769 0.000940 39.782525 1.00
39804018 sid93770 0.000300 39.782825 1.00
39804458 sid93771 0.000440 39.783265 1.00
39806030 sid93775 0.001572 39.784837 1.00
39806291 sid93776 0.000261 39.785098 1.00
39806609 sid93777 0.000318 39.785416 1.00
39807035 sid93778 0.000426 39.785842 1.00
39807244 sid93779 0.000209 39.786051 1.00
39807719 sid93780 0.000475 39.786526 1.00
39808101 sid93781 0.000382 39.786908 1.00
39808759 sid93783 0.000658 39.787566 1.00
39809136 sid93784 0.000377 39.787943 1.00
39809369 sid93785 0.000233 39.788176 1.00
39809583 sid93786 0.000214 39.788390 1.00
39809932 sid93787 0.000349 39.788739 1.00
39810253 sid93788 0.000321 39.789060 1.00
39810707 sid93790 0.000454 39.789514 1.00
39811043 sid93791 0.000336 39.789850 1.00
39811355 sid93792 0.000312 39.790162 1.00
39811615 sid93793 0.000260 39.790422 1.00
39811767 sid93794 0.000152 39.790574 1.00
39812014 sid93795 0.000247 39.790821 1.00
39812387 sid93796 0.000373 39.791194 1.00
39812763 sid93797 0.000376 39.791570 1.00
39813062 sid93798 0.000299 39.791869 1.00
39813730 sid93800 0.000668 39.792537 1.00
39813995 sid93801 0.000265 39.792802 1.00
39814611 sid93803 0.000616 39.793418 1.00
39814858 sid93804 0.000247 39.793665 1.00
39815101 sid93805 0.000243 39.793908 1.00
39815479 sid93806 0.000378 39.794286 1.00
39815956 sid93807 0.000477 39.794763 1.00
39816321 sid93808 0.000365 39.795128 1.00
39816675 sid93809 0.000354 39.795482 1.00
39816870 sid93810 0.000195 39.795677 1.00
39817215 sid93811 0.000345 39.796022 1.00
39817562 sid93812 0.000347 39.796369 1.00
39818509 sid93814 0.000947 39.797316 1.00
39818725 sid93815 0.000216 39.797532 1.00
39818945 sid93816 0.000220 39.797752 1.00
39819443 sid93818 0.000498 39.798250 1.00
39819764 sid93819 0.000321 39.798571 1.00
39819932 sid93820 0.000168 39.798739 1.00
39820223 sid93821 0.000291 39.799030 1.00
39820481 sid93822 0.000258 39.799288 1.00
39820712 sid93823 0.000231 39.799519 1.00
39820859 sid93824 0.000147 39.799666 1.00
39821055 sid93825 0.000196 39.799862 1.00
39821626 sid93827 0.000571 39.800433 1.00
39822220 sid93829 0.000594 39.801027 1.00
39822448 sid93830 0.000228 39.801255 1.00
39822919 sid93831 0.000471 39.801726 1.00
39823066 sid93832 0.000147 39.801873 1.00
39823423 sid93833 0.000357 39.802230 1.00
39823910 sid93835 0.000487 39.802717 1.00
39824230 sid93836 0.000320 39.803037 1.00
39824716 sid93838 0.000486 39.803523 1.00
39824859 sid93839 0.000143 39.803666 1.00
39825144 sid93840 0.000285 39.803951 1.00
39825460 sid93841 0.000316 39.804267 1.00
39825893 sid93843 0.000433 39.804700 1.00
39826088 sid93844 0.000195 39.804895 1.00
39826333 sid93845 0.000245 39.805140 1.00
39826656 sid93846 0.000323 39.805463 1.00
39827312 sid93848 0.000656 39.806119 1.00
39827586 sid93849 0.000274 39.806393 1.00
39827862 sid93850 0.000276 39.806669 1.00
39828091 sid93851 0.000229 39.806898 1.00
39828379 sid93852 0.000288 39.807186 1.00
39828595 sid93853 0.000216 39.807402 1.00
39828854 sid93854 0.000259 39.807661 1.00
39829143 sid93855 0.000289 39.807950 1.00
39829484 sid93856 0.000341 39.808291 1.00
39829861 sid93857 0.000377 39.808668 1.00
39830015 sid93858 0.000154 39.808822 1.00
39830231 sid93859 0.000216 39.809038 1.00
39830508 sid93860 0.000277 39.809315 1.00
39830908 sid93861 0.000400 39.809715 1.00
39831241 sid93862 0.000333 39.810048 1.00
39831425 sid93863 0.000184 39.810232 1.00
39831579 sid93864 0.000154 39.810386 1.00
39832018 sid93865 0.000439 39.810825 1.00
39832282 sid93866 0.000264 39.811089 1.00
39832524 sid93867 0.000242 39.811331 1.00
39832783 sid93868 0.000259 39.811590 1.00
39833357 sid93870 0.000574 39.812164 1.00
39833742 sid93871 0.000385 39.812549 1.00
39833943 sid93872 0.000201 39.812750 1.00
39834300 sid93873 0.000357 39.813107 1.00
39834551 sid93874 0.000251 39.813358 1.00
39834792 sid93875 0.000241 39.813599 1.00
39835158 sid93876 0.000366 39.813965 1.00
39835570 sid93877 0.000412 39.814377 1.00
39836343 sid93879 0.000773 39.815150 1.00
39836539 sid93880 0.000196 39.815346 1.00
39836754 sid93881 0.000215 39.815561 1.00
39837034 sid93882 0.000280 39.815841 1.00
39837293 sid93883 0.000259 39.816100 1.00
39837455 sid93884 0.000162 39.816262 1.00
39837722 sid93885 0.000267 39.816529 1.00
39837884 sid93886 0.000162 39.816691 1.00
39838038 sid93887 0.000154 39.816845 1.00
39838304 sid93888 0.000266 39.817111 1.00
39838538 sid93889 0.000234 39.817345 1.00
39838772 sid93890 0.000234 39.817579 1.00
39839006 sid93891 0.000234 39.817813 1.00
39839272 sid93892 0.000266 39.818079 1.00
39839578 sid93893 0.000306 39.818385 1.00
39839794 sid93894 0.000216 39.818601 1.00
39840091 sid93895 0.000297 39.818898 1.00
39840460 sid93896 0.000369 39.819267 1.00
39840757 sid93897 0.000297 39.819564 1.00
39840976 sid93898 0.000219 39.819783 1.00
39841312 sid93899 0.000336 39.820119 1.00
39841652 sid93900 0.000340 39.820459 1.00
39841891 sid93901 0.000239 39.820698 1.00
39842320 sid93903 0.000429 39.821127 1.00
39842480 sid93904 0.000160 39.821287 1.00
39842732 sid93905 0.000252 39.821539 1.00
39847737 sid93907 0.005005 39.826544 1.00
39855485 sid93909 0.007748 39.834292 1.00
39856141 sid93911 0.000656 39.834948 1.00
39856435 sid93912 0.000294 39.835242 1.00
39856728 sid93913 0.000293 39.835535 1.00
39856998 sid93914 0.000270 39.835805 1.00
39857257 sid93915 0.000259 39.836064 1.00
39857468 sid93916 0.000211 39.836275 1.00
39857795 sid93917 0.000327 39.836602 1.00
39858080 sid93918 0.000285 39.836887 1.00
39858416 sid93919 0.000336 39.837223 1.00
39858745 sid93920 0.000329 39.837552 1.00
39859043 sid93921 0.000298 39.837850 1.00
39859561 sid93923 0.000518 39.838368 1.00
39859880 sid93924 0.000319 39.838687 1.00
39860058 sid93925 0.000178 39.838865 1.00
39860276 sid93926 0.000218 39.839083 1.00
39860636 sid93927 0.000360 39.839443 1.00
39860937 sid93928 0.000301 39.839744 1.00
39861217 sid93929 0.000280 39.840024 1.00
39861685 sid93930 0.000468 39.840492 1.00
39861901 sid93931 0.000216 39.840708 1.00
39862130 sid93932 0.000229 39.840937 1.00
39862404 sid93933 0.000274 39.841211 1.00
39862697 sid93934 0.000293 39.841504 1.00
39862874 sid93935 0.000177 39.841681 1.00
39863096 sid93936 0.000222 39.841903 1.00
39863433 sid93937 0.000337 39.842240 1.00
39863754 sid93938 0.000321 39.842561 1.00
39864037 sid93939 0.000283 39.842844 1.00
39864540 sid93941 0.000503 39.843347 1.00
39864761 sid93942 0.000221 39.843568 1.00
39865124 sid93943 0.000363 39.843931 1.00
39865436 sid93944 0.000312 39.844243 1.00
39865609 sid93945 0.000173 39.844416 1.00
39865905 sid93946 0.000296 39.844712 1.00
39866198 sid93947 0.000293 39.845005 1.00
39866539 sid93948 0.000341 39.845346 1.00
39866799 sid93949 0.000260 39.845606 1.00
39867016 sid93950 0.000217 39.845823 1.00
39867264 sid93951 0.000248 39.846071 1.00
39867504 sid93952 0.000240 39.846311 1.00
39867933 sid93953 0.000429 39.846740 1.00
39868120 sid93954 0.000187 39.846927 1.00
39868303 sid93955 0.000183 39.847110 1.00
39868678 sid93956 0.000375 39.847485 1.00
39868903 sid93957 0.000225 39.847710 1.00
39869153 sid93958 0.000250 39.847960 1.00
39869428 sid93959 0.000275 39.848235 1.00
39869639 sid93960 0.000211 39.848446 1.00
39869947 sid93961 0.000308 39.848754 1.00
39870246 sid93962 0.000299 39.849053 1.00
39870525 sid93963 0.000279 39.849332 1.00
39871165 sid93965 0.000640 39.849972 1.00
39871728 sid93966 0.000563 39.850535 1.00
39872075 sid93967 0.000347 39.850882 1.00
39872601 sid93968 0.000526 39.851408 1.00
39872999 sid93969 0.000398 39.851806 1.00
39873285 sid93970 0.000286 39.852092 1.00
39873775 sid93972 0.000490 39.852582 1.00
39874653 sid93974 0.000878 39.853460 1.00
39874927 sid93975 0.000274 39.853734 1.00
39876048 sid93978 0.001121 39.854855 1.00
39876373 sid93979 0.000325 39.855180 1.00
39877168 sid93982 0.000795 39.855975 1.00
39877749 sid93983 0.000581 39.856556 1.00
39878073 sid93984 0.000324 39.856880 1.00
39878307 sid93985 0.000234 39.857114 1.00
39878661 sid93986 0.000354 39.857468 1.00
39879002 sid93987 0.000341 39.857809 1.00
39879226 sid93988 0.000224 39.858033 1.00
39879462 sid93989 0.000236 39.858269 1.00
39879726 sid93990 0.000264 39.858533 1.00
39880032 sid93991 0.000306 39.858839 1.00
39880315 sid93992 0.000283 39.859122 1.00
39880988 sid93994 0.000673 39.859795 1.00
39881421 sid93995 0.000433 39.860228 1.00
39881903 sid93996 0.000482 39.860710 1.00
39882432 sid93997 0.000529 39.861239 1.00
39882807 sid93998 0.000375 39.861614 1.00
39883181 sid93999 0.000374 39.861988 1.00
39883754 sid94001 0.000573 39.862561 1.00
39884020 sid94002 0.000266 39.862827 1.00
39884340 sid94003 0.000320 39.863147 1.00
39884803 sid94004 0.000463 39.863610 1.00
39885459 sid94006 0.000656 39.864266 1.00
39886003 sid94007 0.000544 39.864810 1.00
39886391 sid94008 0.000388 39.865198 1.00
39886648 sid94009 0.000257 39.865455 1.00
39887077 sid94010 0.000429 39.865884 1.00
39887395 sid94011 0.000318 39.866202 1.00
39887626 sid94012 0.000231 39.866433 1.00
39888078 sid94013 0.000452 39.866885 1.00
39888304 sid94014 0.000226 39.867111 1.00
39888585 sid94015 0.000281 39.867392 1.00
39888901 sid94016 0.000316 39.867708 1.00
39889139 sid94017 0.000238 39.867946 1.00
39889459 sid94018 0.000320 39.868266 1.00
39889748 sid94019 0.000289 39.868555 1.00
39890130 sid94020 0.000382 39.868937 1.00
39890350 sid94021 0.000220 39.869157 1.00
39890563 sid94022 0.000213 39.869370 1.00
39890787 sid94023 0.000224 39.869594 1.00
39891071 sid94024 0.000284 39.869878 1.00
39891440 sid94025 0.000369 39.870247 1.00
39891741 sid94026 0.000301 39.870548 1.00
39892004 sid94027 0.000263 39.870811 1.00
39892382 sid94028 0.000378 39.871189 1.00
39892935 sid94030 0.000553 39.871742 1.00
39893200 sid94031 0.000265 39.872007 1.00
39893512 sid94032 0.000312 39.872319 1.00
39893863 sid94033 0.000351 39.872670 1.00
39894167 sid94034 0.000304 39.872974 1.00
39894392 sid94035 0.000225 39.873199 1.00
39894745 sid94036 0.000353 39.873552 1.00
39895243 sid94038 0.000498 39.874050 1.00
39895442 sid94039 0.000199 39.874249 1.00
39895690 sid94040 0.000248 39.874497 1.00
39895977 sid94041 0.000287 39.874784 1.00
39896366 sid94042 0.000389 39.875173 1.00
39896726 sid94043 0.000360 39.875533 1.00
39897240 sid94045 0.000514 39.876047 1.00
39897543 sid94046 0.000303 39.876350 1.00
39897845 sid94047 0.000302 39.876652 1.00
39898053 sid94048 0.000208 39.876860 1.00
39898755 sid94051 0.000702 39.877562 1.00
39899131 sid94052 0.000376 39.877938 1.00
39899409 sid94053 0.000278 39.878216 1.00
39899707 sid94054 0.000298 39.878514 1.00
39899929 sid94055 0.000222 39.878736 1.00
39900150 sid94056 0.000221 39.878957 1.00
39900485 sid94057 0.000335 39.879292 1.00
39903166 sid94058 0.002681 39.881973 1.00
39903350 sid94059 0.000184 39.882157 1.00
39905242 sid94060 0.001892 39.884049 1.00
39905530 sid94061 0.000288 39.884337 1.00
39905741 sid94062 0.000211 39.884548 1.00
39905898 sid94063 0.000157 39.884705 1.00
39906138 sid94064 0.000240 39.884945 1.00
39906562 sid94066 0.000424 39.885369 1.00
39907112 sid94067 0.000550 39.885919 1.00
39907383 sid94068 0.000271 39.886190 1.00
39907588 sid94069 0.000205 39.886395 1.00
39907785 sid94070 0.000197 39.886592 1.00
39908466 sid94072 0.000681 39.887273 1.00
39908722 sid94073 0.000256 39.887529 1.00
39908955 sid94074 0.000233 39.887762 1.00
39909123 sid94075 0.000168 39.887930 1.00
39910049 sid94079 0.000926 39.888856 1.00
39910369 sid94080 0.000320 39.889176 1.00
39910624 sid94081 0.000255 39.889431 1.00
39911013 sid94082 0.000389 39.889820 1.00
39911272 sid94083 0.000259 39.890079 1.00
39911582 sid94084 0.000310 39.890389 1.00
39911724 sid94085 0.000142 39.890531 1.00
39912233 sid94087 0.000509 39.891040 1.00
39912645 sid94089 0.000412 39.891452 1.00
39912799 sid94090 0.000154 39.891606 1.00
39913085 sid94091 0.000286 39.891892 1.00
39913364 sid94092 0.000279 39.892171 1.00
39913512 sid94093 0.000148 39.892319 1.00
39913834 sid94094 0.000322 39.892641 1.00
39913991 sid94095 0.000157 39.892798 1.00
39914516 sid94097 0.000525 39.893323 1.00
39914810 sid94098 0.000294 39.893617 1.00
39915016 sid94099 0.000206 39.893823 1.00
39915354 sid94100 0.000338 39.894161 1.00
39915550 sid94101 0.000196 39.894357 1.00
39915715 sid94102 0.000165 39.894522 1.00
39915922 sid94103 0.000207 39.894729 1.00
39916210 sid94104 0.000288 39.895017 1.00
39916434 sid94105 0.000224 39.895241 1.00
39916745 sid94106 0.000311 39.895552 1.00
39916940 sid94107 0.000195 39.895747 1.00
39917239 sid94108 0.000299 39.896046 1.00
39917623 sid94109 0.000384 39.896430 1.00
39917890 sid94110 0.000267 39.896697 1.00
39918180 sid94111 0.000290 39.896987 1.00
39918460 sid94112 0.000280 39.897267 1.00
39918679 sid94113 0.000219 39.897486 1.00
39918844 sid94114 0.000165 39.897651 1.00
39919057 sid94115 0.000213 39.897864 1.00
39919396 sid94116 0.000339 39.898203 1.00
39919606 sid94117 0.000210 39.898413 1.00
39919986 sid94119 0.000380 39.898793 1.00
39920168 sid94120 0.000182 39.898975 1.00
39920336 sid94121 0.000168 39.899143 1.00
39920569 sid94122 0.000233 39.899376 1.00
39920877 sid94123 0.000308 39.899684 1.00
39921476 sid94125 0.000599 39.900283 1.00
39921971 sid94127 0.000495 39.900778 1.00
39922283 sid94128 0.000312 39.901090 1.00
39922450 sid94129 0.000167 39.901257 1.00
39922846 sid94130 0.000396 39.901653 1.00
39923058 sid94131 0.000212 39.901865 1.00
39923608 sid94133 0.000550 39.902415 1.00
39923747 sid94134 0.000139 39.902554 1.00
39923956 sid94135 0.000209 39.902763 1.00
39924187 sid94136 0.000231 39.902994 1.00
39924416 sid94137 0.000229 39.903223 1.00
39924713 sid94138 0.000297 39.903520 1.00
39924951 sid94139 0.000238 39.903758 1.00
39925269 sid94140 0.000318 39.904076 1.00
39925472 sid94141 0.000203 39.904279 1.00
39925854 sid94142 0.000382 39.904661 1.00
39926071 sid94143 0.000217 39.904878 1.00
39926600 sid94145 0.000529 39.905407 1.00
39926813 sid94146 0.000213 39.905620 1.00
39927079 sid94147 0.000266 39.905886 1.00
39927531 sid94149 0.000452 39.906338 1.00
39927807 sid94150 0.000276 39.906614 1.00
39928395 sid94152 0.000588 39.907202 1.00
39929048 sid94154 0.000653 39.907855 1.00
39929477 sid94155 0.000429 39.908284 1.00
39929760 sid94156 0.000283 39.908567 1.00
39930640 sid94159 0.000880 39.909447 1.00
39931140 sid94161 0.000500 39.909947 1.00
39931420 sid94162 0.000280 39.910227 1.00
39931624 sid94163 0.000204 39.910431 1.00
39931860 sid94164 0.000236 39.910667 1.00
39932038 sid94165 0.000178 39.910845 1.00
39932317 sid94166 0.000279 39.911124 1.00
39932587 sid94167 0.000270 39.911394 1.00
39932753 sid94168 0.000166 39.911560 1.00
39933139 sid94170 0.000386 39.911946 1.00
39933388 sid94171 0.000249 39.912195 1.00
39933646 sid94172 0.000258 39.912453 1.00
39933892 sid94173 0.000246 39.912699 1.00
39934091 sid94174 0.000199 39.912898 1.00
39934292 sid94175 0.000201 39.913099 1.00
39934506 sid94176 0.000214 39.913313 1.00
39934743 sid94177 0.000237 39.913550 1.00
39935660 sid94180 0.000917 39.914467 1.00
39936099 sid94182 0.000439 39.914906 1.00
39936338 sid94183 0.000239 39.915145 1.00
39936535 sid94184 0.000197 39.915342 1.00
39936801 sid94185 0.000266 39.915608 1.00
39936996 sid94186 0.000195 39.915803 1.00
39937200 sid94187 0.000204 39.916007 1.00
39937566 sid94188 0.000366 39.916373 1.00
39937805 sid94189 0.000239 39.916612 1.00
39938109 sid94190 0.000304 39.916916 1.00
39938392 sid94191 0.000283 39.917199 1.00
39938707 sid94192 0.000315 39.917514 1.00
39938953 sid94193 0.000246 39.917760 1.00
39939250 sid94194 0.000297 39.918057 1.00
39939945 sid94197 0.000695 39.918752 1.00
39940226 sid94198 0.000281 39.919033 1.00
39940489 sid94199 0.000263 39.919296 1.00
39940685 sid94200 0.000196 39.919492 1.00
39940875 sid94201 0.000190 39.919682 1.00
39941076 sid94202 0.000201 39.919883 1.00
39941299 sid94203 0.000223 39.920106 1.00
39941484 sid94204 0.000185 39.920291 1.00
39941682 sid94205 0.000198 39.920489 1.00
39941842 sid94206 0.000160 39.920649 1.00
39942105 sid94207 0.000263 39.920912 1.00
39942477 sid94208 0.000372 39.921284 1.00
39942717 sid94209 0.000240 39.921524 1.00
39942967 sid94210 0.000250 39.921774 1.00
39943209 sid94211 0.000242 39.922016 1.00
39943547 sid94212 0.000338 39.922354 1.00
39943985 sid94214 0.000438 39.922792 1.00
39944168 sid94215 0.000183 39.922975 1.00
39944434 sid94216 0.000266 39.923241 1.00
39944670 sid94217 0.000236 39.923477 1.00
39945012 sid94218 0.000342 39.923819 1.00
39945221 sid94219 0.000209 39.924028 1.00
39945532 sid94220 0.000311 39.924339 1.00
39945814 sid94221 0.000282 39.924621 1.00
39946063 sid94222 0.000249 39.924870 1.00
39946328 sid94223 0.000265 39.925135 1.00
39946525 sid94224 0.000197 39.925332 1.00
39946784 sid94225 0.000259 39.925591 1.00
39946954 sid94226 0.000170 39.925761 1.00
39947183 sid94227 0.000229 39.925990 1.00
39947588 sid94229 0.000405 39.926395 1.00
39947770 sid94230 0.000182 39.926577 1.00
39948102 sid94231 0.000332 39.926909 1.00
39948626 sid94233 0.000524 39.927433 1.00
39948807 sid94234 0.000181 39.927614 1.00
39949285 sid94236 0.000478 39.928092 1.00
39949532 sid94237 0.000247 39.928339 1.00
39949795 sid94238 0.000263 39.928602 1.00
39950053 sid94239 0.000258 39.928860 1.00
39950287 sid94240 0.000234 39.929094 1.00
39950622 sid94241 0.000335 39.929429 1.00
39950886 sid94242 0.000264 39.929693 1.00
39951188 sid94243 0.000302 39.929995 1.00
39951516 sid94244 0.000328 39.930323 1.00
39951804 sid94245 0.000288 39.930611 1.00
39952228 sid94247 0.000424 39.931035 1.00
39952443 sid94248 0.000215 39.931250 1.00
39952634 sid94249 0.000191 39.931441 1.00
39953457 sid94252 0.000823 39.932264 1.00
39953711 sid94253 0.000254 39.932518 1.00
39954125 sid94254 0.000414 39.932932 1.00
39954409 sid94255 0.000284 39.933216 1.00
39954867 sid94257 0.000458 39.933674 1.00
39955124 sid94258 0.000257 39.933931 1.00
39955576 sid94260 0.000452 39.934383 1.00
39955758 sid94261 0.000182 39.934565 1.00
39955975 sid94262 0.000217 39.934782 1.00
39956178 sid94263 0.000203 39.934985 1.00
39956439 sid94264 0.000261 39.935246 1.00
39956591 sid94265 0.000152 39.935398 1.00
39957071 sid94267 0.000480 39.935878 1.00
39957327 sid94268 0.000256 39.936134 1.00
39957549 sid94269 0.000222 39.936356 1.00
39957822 sid94270 0.000273 39.936629 1.00
39958375 sid94272 0.000553 39.937182 1.00
39958745 sid94273 0.000370 39.937552 1.00
39959023 sid94274 0.000278 39.937830 1.00
39959250 sid94275 0.000227 39.938057 1.00
39959504 sid94276 0.000254 39.938311 1.00
39959908 sid94277 0.000404 39.938715 1.00
39960190 sid94278 0.000282 39.938997 1.00
39960395 sid94279 0.000205 39.939202 1.00
39960976 sid94281 0.000581 39.939783 1.00
39961192 sid94282 0.000216 39.939999 1.00
39961614 sid94284 0.000422 39.940421 1.00
39961869 sid94285 0.000255 39.940676 1.00
39962139 sid94286 0.000270 39.940946 1.00
